pcode,condition,seat,trial_order,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,wrong_Q19,wrong_Q20,wrong_Q21,n_wrong_row,exclude_participant
participant_002,0,2,53BA74C6021,1,1,5,1,4,3,1,1,1,5,5,4,2,2,3,1,1,1,1,5,-1,False,False,False,0,False
participant_002,1,2,53BA74C6021,2,1,5,1,1,2,1,1,1,5,5,5,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_002,2,2,53BA74C6021,4,1,5,1,1,2,1,2,2,5,5,4,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_002,3,2,53BA74C6021,3,1,1,1,1,3,2,2,2,4,4,3,4,5,5,3,2,1,1,5,-1,False,False,False,0,False
participant_002,4,2,53BA74C6021,4,2,2,1,2,4,1,1,2,4,3,3,4,5,4,1,1,1,1,5,-1,False,False,False,0,False
participant_002,5,2,53BA74C6021,3,2,4,1,1,4,1,1,1,4,4,3,4,5,4,1,1,3,1,5,-1,False,False,False,0,False
participant_002,6,2,53BA74C6021,3,1,3,1,1,4,1,1,1,4,4,4,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_002,7,2,53BA74C6021,1,1,4,1,2,5,1,1,1,4,4,3,1,2,1,1,1,1,1,5,-1,False,False,False,0,False
participant_002,A,2,53BA74C6021,2,1,5,1,1,4,1,1,1,3,4,3,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_002,B,2,53BA74C6021,5,5,5,5,5,2,3,3,3,5,3,2,2,2,1,2,2,2,1,5,-1,False,False,False,0,False
participant_002,C,2,53BA74C6021,4,1,1,5,5,5,4,4,4,1,1,1,1,2,1,1,1,1,1,5,-1,False,False,False,0,False
participant_003,0,3,53BA74C6021,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_003,1,3,53BA74C6021,5,5,5,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_003,2,3,53BA74C6021,5,5,5,1,1,1,4,4,4,5,5,5,1,1,1,4,5,4,1,5,-1,False,False,False,0,False
participant_003,3,3,53BA74C6021,5,5,5,1,1,1,2,2,4,5,5,5,2,2,1,1,1,1,1,5,-1,False,False,False,0,False
participant_003,4,3,53BA74C6021,5,5,5,1,1,1,4,4,4,5,5,5,2,1,2,4,4,4,1,5,-1,False,False,False,0,False
participant_003,5,3,53BA74C6021,5,4,4,1,1,1,1,1,1,4,2,2,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_003,6,3,53BA74C6021,5,5,5,1,1,1,4,4,4,5,4,4,1,1,1,4,4,4,1,5,-1,False,False,False,0,False
participant_003,7,3,53BA74C6021,1,1,1,1,1,1,1,1,1,5,2,5,1,1,1,1,2,1,1,5,-1,False,False,False,0,False
participant_003,A,3,53BA74C6021,5,5,5,1,1,1,4,2,3,5,5,5,2,3,2,4,4,4,1,5,-1,False,False,False,0,False
participant_003,B,3,53BA74C6021,5,5,5,1,1,1,3,2,2,5,5,5,1,1,1,4,4,4,1,5,-1,False,False,False,0,False
participant_003,C,3,53BA74C6021,1,1,1,5,5,5,4,4,5,5,5,5,2,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_004,0,1,327AB50C614,3,3,3,1,2,2,1,2,2,2,2,2,4,2,5,1,1,3,1,5,-1,False,False,False,0,False
participant_004,1,1,327AB50C614,4,5,5,1,4,4,3,3,4,4,4,4,4,3,2,4,2,2,2,5,-1,True,False,False,1,False
participant_004,2,1,327AB50C614,5,5,5,2,2,1,4,3,4,4,2,4,5,5,2,3,2,3,1,5,-1,False,False,False,0,False
participant_004,3,1,327AB50C614,5,3,5,1,2,2,2,1,5,3,4,5,5,5,4,2,2,4,1,5,-1,False,False,False,0,False
participant_004,4,1,327AB50C614,5,5,5,4,4,3,4,5,4,3,2,4,5,5,2,4,1,4,1,5,-1,False,False,False,0,False
participant_004,5,1,327AB50C614,5,5,5,1,4,2,3,2,3,3,3,4,5,3,2,2,1,4,1,5,-1,False,False,False,0,False
participant_004,6,1,327AB50C614,1,1,3,1,1,1,1,1,2,2,2,2,4,4,5,1,1,2,1,5,-1,False,False,False,0,False
participant_004,7,1,327AB50C614,1,1,1,4,1,2,1,1,1,2,2,2,1,1,4,4,2,2,1,5,-1,False,False,False,0,False
participant_004,A,1,327AB50C614,4,5,5,1,4,2,3,4,3,4,5,4,4,2,2,5,4,5,1,5,-1,False,False,False,0,False
participant_004,B,1,327AB50C614,4,5,5,4,4,3,2,2,3,4,4,4,2,2,2,2,2,4,1,5,-1,False,False,False,0,False
participant_004,C,1,327AB50C614,1,1,1,5,5,5,5,4,4,2,2,2,5,4,5,2,1,1,1,5,-1,False,False,False,0,False
participant_005,0,1,0AC612473B5,2,2,2,1,2,3,4,2,2,4,4,5,4,1,2,5,5,5,1,5,-1,False,False,False,0,False
participant_005,1,1,0AC612473B5,5,5,5,1,1,1,5,5,4,5,5,5,2,1,1,5,4,5,1,5,-1,False,False,False,0,False
participant_005,2,1,0AC612473B5,5,5,5,1,1,1,5,5,5,5,5,5,2,1,1,1,1,2,1,5,-1,False,False,False,0,False
participant_005,3,1,0AC612473B5,5,5,5,1,1,1,5,5,5,5,5,5,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_005,4,1,0AC612473B5,5,5,5,1,1,1,4,5,5,3,4,4,1,2,2,4,2,4,1,5,-1,False,False,False,0,False
participant_005,5,1,0AC612473B5,5,5,5,1,1,1,5,5,4,5,5,5,4,2,1,1,1,1,1,5,-1,False,False,False,0,False
participant_005,6,1,0AC612473B5,5,5,5,1,1,2,4,2,4,4,5,4,2,2,4,5,5,5,1,5,-1,False,False,False,0,False
participant_005,7,1,0AC612473B5,1,1,1,1,1,1,1,1,1,5,2,5,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_005,A,1,0AC612473B5,5,5,5,1,1,2,4,4,4,4,4,5,2,2,1,1,2,5,1,5,-1,False,False,False,0,False
participant_005,B,1,0AC612473B5,5,4,5,1,1,1,5,5,5,5,2,4,3,1,3,1,1,1,1,5,-1,False,False,False,0,False
participant_005,C,1,0AC612473B5,1,1,1,5,5,5,4,4,5,4,2,4,5,5,3,1,1,1,1,5,-1,False,False,False,0,False
participant_006,0,2,0AC612473B5,1,1,1,1,3,2,2,1,1,3,4,4,1,1,1,3,4,4,1,5,-1,False,False,False,0,False
participant_006,1,2,0AC612473B5,1,1,3,1,2,2,2,1,1,3,4,4,1,1,1,2,4,2,1,5,-1,False,False,False,0,False
participant_006,2,2,0AC612473B5,4,4,4,3,3,3,4,4,4,4,4,4,2,2,2,3,3,2,1,5,-1,False,False,False,0,False
participant_006,3,2,0AC612473B5,2,3,3,1,2,2,2,3,3,4,4,4,2,1,2,3,4,3,1,5,-1,False,False,False,0,False
participant_006,4,2,0AC612473B5,4,4,3,1,1,2,3,3,2,5,4,4,2,2,2,2,3,2,1,5,-1,False,False,False,0,False
participant_006,5,2,0AC612473B5,3,1,3,1,1,2,2,2,2,4,4,4,1,2,2,1,4,2,1,5,-1,False,False,False,0,False
participant_006,6,2,0AC612473B5,1,1,2,1,3,3,2,2,2,3,4,4,1,1,1,4,4,4,1,5,-1,False,False,False,0,False
participant_006,7,2,0AC612473B5,1,1,1,1,2,3,1,1,1,3,5,5,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_006,A,2,0AC612473B5,5,4,5,3,2,2,4,4,4,5,4,4,2,2,2,3,4,4,1,5,-1,False,False,False,0,False
participant_006,B,2,0AC612473B5,4,4,3,2,2,2,2,2,2,5,5,5,1,2,2,2,4,2,1,5,-1,False,False,False,0,False
participant_006,C,2,0AC612473B5,1,1,1,5,5,5,3,4,5,5,2,3,4,2,2,1,1,1,1,5,-1,False,False,False,0,False
participant_007,0,3,0AC612473B5,5,1,5,1,1,1,2,2,5,1,3,3,1,2,2,4,1,5,1,5,-1,False,False,False,0,False
participant_007,1,3,0AC612473B5,4,2,4,4,3,1,2,1,1,5,5,5,5,4,5,3,5,2,1,5,-1,False,False,False,0,False
participant_007,2,3,0AC612473B5,4,2,4,5,5,4,3,3,3,5,5,5,4,4,4,1,4,1,1,5,-1,False,False,False,0,False
participant_007,3,3,0AC612473B5,1,2,1,5,5,5,5,5,1,2,1,4,2,3,2,5,5,5,1,5,-1,False,False,False,0,False
participant_007,4,3,0AC612473B5,5,5,5,2,2,2,2,2,4,2,2,5,4,4,2,5,4,4,1,5,-1,False,False,False,0,False
participant_007,5,3,0AC612473B5,5,5,5,5,4,2,2,4,4,2,2,4,4,5,5,1,2,2,1,5,-1,False,False,False,0,False
participant_007,6,3,0AC612473B5,5,2,4,3,2,2,1,2,2,5,5,4,5,4,5,2,1,2,1,5,-1,False,False,False,0,False
participant_007,7,3,0AC612473B5,1,5,1,1,1,1,2,1,5,3,3,5,2,4,1,5,2,5,1,5,-1,False,False,False,0,False
participant_007,A,3,0AC612473B5,5,4,5,4,3,3,4,3,4,4,4,4,2,1,3,5,4,5,1,5,-1,False,False,False,0,False
participant_007,B,3,0AC612473B5,5,5,5,1,1,1,1,2,1,5,5,5,1,2,1,5,2,5,1,5,-1,False,False,False,0,False
participant_007,C,3,0AC612473B5,1,1,2,5,5,5,3,4,5,2,1,2,4,3,4,1,2,1,1,5,-1,False,False,False,0,False
participant_008,0,3,0B6174A5C32,1,1,5,1,1,1,4,1,1,1,5,5,1,1,1,1,1,5,1,5,-1,False,False,False,0,False
participant_008,1,3,0B6174A5C32,5,5,5,1,1,1,5,5,5,1,5,5,1,1,1,1,1,5,1,5,-1,False,False,False,0,False
participant_008,2,3,0B6174A5C32,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_008,3,3,0B6174A5C32,3,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,5,-1,False,False,False,0,False
participant_008,4,3,0B6174A5C32,5,5,5,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_008,5,3,0B6174A5C32,2,2,3,1,1,1,1,1,5,5,5,5,5,5,5,4,5,1,1,5,-1,False,False,False,0,False
participant_008,6,3,0B6174A5C32,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,1,5,-1,False,False,False,0,False
participant_008,7,3,0B6174A5C32,1,1,1,1,1,5,1,1,1,1,5,5,1,1,1,1,1,5,1,5,-1,False,False,False,0,False
participant_008,A,3,0B6174A5C32,2,3,1,1,1,1,1,1,2,5,5,5,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_008,B,3,0B6174A5C32,5,5,5,1,5,4,5,5,5,5,5,5,1,1,1,1,1,5,1,5,-1,False,False,False,0,False
participant_008,C,3,0B6174A5C32,1,1,1,5,5,5,5,5,5,5,1,1,5,1,1,1,5,1,1,5,-1,False,False,False,0,False
participant_009,0,1,0B6174A5C32,1,1,1,1,2,2,1,1,1,5,5,5,2,1,3,5,5,4,1,5,-1,False,False,False,0,False
participant_009,1,1,0B6174A5C32,1,1,1,1,1,1,1,1,1,3,5,3,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_009,2,1,0B6174A5C32,5,1,5,1,1,1,1,1,2,5,5,5,5,5,5,4,4,5,1,5,-1,False,False,False,0,False
participant_009,3,1,0B6174A5C32,5,1,5,1,1,1,1,1,5,5,5,5,5,5,5,3,5,5,1,5,-1,False,False,False,0,False
participant_009,4,1,0B6174A5C32,5,5,5,1,1,1,5,5,5,5,5,5,5,3,1,1,5,5,1,5,-1,False,False,False,0,False
participant_009,5,1,0B6174A5C32,5,1,5,1,1,1,1,3,1,5,5,1,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_009,6,1,0B6174A5C32,5,5,5,1,1,1,1,1,1,4,2,4,5,5,5,1,1,3,1,5,-1,False,False,False,0,False
participant_009,7,1,0B6174A5C32,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,4,1,3,1,5,-1,False,False,False,0,False
participant_009,A,1,0B6174A5C32,5,1,5,1,1,1,1,1,1,5,3,5,5,5,2,5,5,4,1,5,-1,False,False,False,0,False
participant_009,B,1,0B6174A5C32,5,5,5,1,1,1,1,2,1,5,1,5,2,2,1,5,5,5,1,5,-1,False,False,False,0,False
participant_009,C,1,0B6174A5C32,1,1,1,5,5,5,5,5,5,1,1,1,5,3,5,1,1,1,1,5,-1,False,False,False,0,False
participant_010,0,2,0B6174A5C32,5,5,5,1,2,2,4,2,3,5,4,1,2,2,2,3,1,3,1,5,-1,False,False,False,0,False
participant_010,1,2,0B6174A5C32,5,5,5,1,1,1,3,3,2,5,2,3,2,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_010,2,2,0B6174A5C32,5,4,4,1,1,1,4,3,4,3,3,4,4,3,4,2,2,2,1,5,-1,False,False,False,0,False
participant_010,3,2,0B6174A5C32,5,5,5,1,1,1,4,3,5,4,5,4,4,4,4,2,2,2,1,5,-1,False,False,False,0,False
participant_010,4,2,0B6174A5C32,5,5,5,1,2,1,4,2,5,4,4,4,5,4,3,4,4,5,1,5,-1,False,False,False,0,False
participant_010,5,2,0B6174A5C32,5,3,4,1,1,1,4,2,5,3,5,4,5,5,4,2,2,2,1,5,-1,False,False,False,0,False
participant_010,6,2,0B6174A5C32,5,4,5,1,1,1,4,1,5,4,2,4,5,5,4,1,2,1,1,5,-1,False,False,False,0,False
participant_010,7,2,0B6174A5C32,3,1,4,1,2,2,2,1,1,4,2,4,1,1,1,4,5,4,1,5,-1,False,False,False,0,False
participant_010,A,2,0B6174A5C32,5,5,5,1,1,1,4,2,5,5,4,4,4,3,2,4,4,3,1,5,-1,False,False,False,0,False
participant_010,B,2,0B6174A5C32,5,5,5,1,1,1,4,5,1,5,5,4,1,1,1,1,1,3,1,5,-1,False,False,False,0,False
participant_010,C,2,0B6174A5C32,3,1,1,5,5,5,5,3,5,5,2,3,2,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_011,0,3,42A03576C1B,2,2,1,1,1,1,1,1,1,5,4,5,1,1,1,2,2,2,1,5,-1,False,False,False,0,False
participant_011,1,3,42A03576C1B,5,4,2,1,1,1,2,4,2,5,5,5,3,3,2,3,4,3,1,5,-1,False,False,False,0,False
participant_011,2,3,42A03576C1B,5,4,4,1,1,1,3,2,2,3,5,4,4,2,2,4,4,3,1,5,-1,False,False,False,0,False
participant_011,3,3,42A03576C1B,5,5,5,1,1,1,2,1,2,5,5,5,3,2,1,5,5,5,1,5,-1,False,False,False,0,False
participant_011,4,3,42A03576C1B,5,5,5,1,1,2,2,3,2,5,5,4,5,4,1,4,4,4,1,5,-1,False,False,False,0,False
participant_011,5,3,42A03576C1B,5,5,5,1,1,1,2,2,2,5,5,5,3,2,1,5,5,5,1,5,-1,False,False,False,0,False
participant_011,6,3,42A03576C1B,5,4,5,1,1,1,2,2,2,5,5,5,2,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_011,7,3,42A03576C1B,2,1,1,1,1,2,1,1,1,4,3,5,1,1,1,4,4,4,1,5,-1,False,False,False,0,False
participant_011,A,3,42A03576C1B,5,2,3,1,1,1,1,1,1,5,5,4,3,2,1,5,5,5,1,5,-1,False,False,False,0,False
participant_011,B,3,42A03576C1B,5,5,5,1,1,1,1,1,1,5,5,1,1,1,1,3,4,3,1,5,-1,False,False,False,0,False
participant_011,C,3,42A03576C1B,1,1,1,5,5,4,5,5,5,2,1,1,3,4,3,3,3,3,1,5,-1,False,False,False,0,False
participant_012,0,1,42A03576C1B,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,5,5,4,1,5,-1,False,False,False,0,False
participant_012,1,1,42A03576C1B,4,2,4,1,1,2,2,2,2,3,3,5,2,2,1,4,5,5,1,5,-1,False,False,False,0,False
participant_012,2,1,42A03576C1B,5,3,3,1,1,1,4,4,4,4,5,5,3,4,2,4,4,5,1,5,-1,False,False,False,0,False
participant_012,3,1,42A03576C1B,5,3,4,1,2,2,4,2,4,3,4,2,1,1,1,1,2,2,1,5,-1,False,False,False,0,False
participant_012,4,1,42A03576C1B,5,5,5,1,1,2,5,5,5,5,5,1,3,3,1,4,3,5,1,5,-1,False,False,False,0,False
participant_012,5,1,42A03576C1B,5,5,4,1,1,1,1,4,5,5,5,5,2,2,2,5,5,4,1,5,-1,False,False,False,0,False
participant_012,6,1,42A03576C1B,4,5,5,1,1,2,4,4,4,5,4,5,4,4,3,4,4,2,1,5,-1,False,False,False,0,False
participant_012,7,1,42A03576C1B,1,1,1,1,1,5,1,1,1,5,5,5,1,1,1,3,3,4,1,5,-1,False,False,False,0,False
participant_012,A,1,42A03576C1B,4,3,4,1,1,1,2,2,3,2,2,2,2,1,2,5,5,5,1,5,-1,False,False,False,0,False
participant_012,B,1,42A03576C1B,5,5,5,1,2,1,2,2,1,5,4,4,2,2,1,2,1,3,1,5,-1,False,False,False,0,False
participant_012,C,1,42A03576C1B,2,2,3,5,5,5,4,5,4,2,4,2,4,4,2,1,2,3,2,5,-1,True,False,False,1,False
participant_013,0,2,42A03576C1B,5,5,5,1,1,1,1,1,1,5,5,5,2,1,1,5,2,5,1,5,-1,False,False,False,0,False
participant_013,1,2,42A03576C1B,5,5,5,1,1,1,2,3,3,5,4,4,2,2,3,4,2,2,1,5,-1,False,False,False,0,False
participant_013,2,2,42A03576C1B,5,5,5,1,1,1,2,3,3,3,4,3,4,3,2,3,4,4,1,5,-1,False,False,False,0,False
participant_013,3,2,42A03576C1B,5,5,5,1,1,1,4,1,2,4,5,4,2,4,1,5,2,4,1,5,-1,False,False,False,0,False
participant_013,4,2,42A03576C1B,5,5,5,1,1,1,3,3,4,5,5,4,2,2,1,5,1,5,1,5,-1,False,False,False,0,False
participant_013,5,2,42A03576C1B,4,3,2,3,3,1,2,2,2,5,3,4,4,3,2,3,4,4,1,5,-1,False,False,False,0,False
participant_013,6,2,42A03576C1B,5,5,4,1,1,1,3,2,2,5,4,2,2,1,2,4,4,4,1,5,-1,False,False,False,0,False
participant_013,7,2,42A03576C1B,1,1,1,1,1,1,1,1,1,4,5,3,1,1,1,5,1,1,1,5,-1,False,False,False,0,False
participant_013,A,2,42A03576C1B,5,5,5,1,1,1,1,2,3,5,3,4,1,1,1,4,2,5,1,5,-1,False,False,False,0,False
participant_013,B,2,42A03576C1B,5,5,4,1,1,1,3,1,2,5,4,3,1,1,1,1,5,3,1,5,-1,False,False,False,0,False
participant_013,C,2,42A03576C1B,1,1,1,5,5,2,3,4,3,5,4,5,5,3,1,2,2,1,1,5,-1,False,False,False,0,False
participant_014,0,1,3276CB5A140,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,5,-1,False,False,False,0,False
participant_014,1,1,3276CB5A140,5,5,5,1,1,1,1,1,5,5,1,1,5,5,5,1,5,1,1,5,-1,False,False,False,0,False
participant_014,2,1,3276CB5A140,5,4,5,1,1,1,3,1,2,2,1,4,3,5,4,5,5,5,1,5,-1,False,False,False,0,False
participant_014,3,1,3276CB5A140,5,5,5,1,1,1,3,1,1,3,1,2,5,1,4,1,1,5,1,5,-1,False,False,False,0,False
participant_014,4,1,3276CB5A140,5,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,1,5,1,5,-1,False,False,False,0,False
participant_014,5,1,3276CB5A140,5,5,5,1,1,4,2,2,1,5,4,5,5,5,4,4,4,2,1,5,-1,False,False,False,0,False
participant_014,6,1,3276CB5A140,5,1,5,1,1,1,3,1,2,3,2,1,5,5,5,2,2,4,1,5,-1,False,False,False,0,False
participant_014,7,1,3276CB5A140,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_014,A,1,3276CB5A140,5,5,5,1,1,5,5,5,5,5,5,5,5,4,1,4,5,5,1,5,-1,False,False,False,0,False
participant_014,B,1,3276CB5A140,5,5,5,1,1,5,5,5,5,5,5,3,1,1,1,1,3,4,1,5,-1,False,False,False,0,False
participant_014,C,1,3276CB5A140,1,1,1,5,5,5,5,5,5,1,1,1,1,5,1,1,1,1,1,5,-1,False,False,False,0,False
participant_015,0,3,3276CB5A140,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,5,1,1,1,5,-1,False,False,False,0,False
participant_015,1,3,3276CB5A140,1,1,5,5,5,5,3,5,1,5,2,1,5,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_015,2,3,3276CB5A140,4,4,1,1,1,1,1,3,2,5,3,5,5,5,5,1,5,1,1,5,-1,False,False,False,0,False
participant_015,3,3,3276CB5A140,5,5,5,1,1,1,4,5,4,5,2,3,5,3,1,5,1,5,1,5,-1,False,False,False,0,False
participant_015,4,3,3276CB5A140,4,5,5,1,1,3,5,5,4,4,5,5,5,5,1,5,3,5,1,5,-1,False,False,False,0,False
participant_015,5,3,3276CB5A140,5,5,5,1,1,1,4,4,5,5,5,2,5,5,5,1,1,1,1,5,-1,False,False,False,0,False
participant_015,6,3,3276CB5A140,5,4,4,4,5,4,4,5,4,5,5,2,4,2,1,2,3,2,1,5,-1,False,False,False,0,False
participant_015,7,3,3276CB5A140,1,1,1,1,4,4,1,1,1,5,5,5,1,1,1,3,3,3,1,5,-1,False,False,False,0,False
participant_015,A,3,3276CB5A140,5,5,5,1,1,1,5,4,3,5,4,3,5,5,1,5,1,1,1,5,-1,False,False,False,0,False
participant_015,B,3,3276CB5A140,5,4,5,1,4,4,1,1,1,5,5,5,1,1,1,1,1,4,1,5,-1,False,False,False,0,False
participant_015,C,3,3276CB5A140,1,1,4,5,5,5,4,4,5,1,1,3,5,5,1,1,1,1,1,5,-1,False,False,False,0,False
participant_016,0,2,3276CB5A140,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_016,1,2,3276CB5A140,5,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,5,-1,False,False,False,0,False
participant_016,2,2,3276CB5A140,5,5,5,1,1,1,4,5,4,5,5,1,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_016,3,2,3276CB5A140,5,5,5,1,1,1,5,5,5,5,5,1,1,1,1,1,1,5,1,5,-1,False,False,False,0,False
participant_016,4,2,3276CB5A140,5,5,5,1,4,4,5,5,5,5,5,1,3,4,3,1,1,1,1,5,-1,False,False,False,0,False
participant_016,5,2,3276CB5A140,5,4,2,1,1,2,3,3,5,5,5,1,2,1,2,4,1,2,1,5,-1,False,False,False,0,False
participant_016,6,2,3276CB5A140,1,1,2,4,4,2,2,1,4,5,5,1,1,1,1,1,1,1,1,4,-1,False,True,False,1,False
participant_016,7,2,3276CB5A140,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,5,-1,False,False,False,0,False
participant_016,A,2,3276CB5A140,5,5,5,1,4,4,5,5,5,5,5,1,1,1,1,1,1,2,1,5,-1,False,False,False,0,False
participant_016,B,2,3276CB5A140,5,5,5,2,4,4,3,3,3,5,5,5,1,1,1,1,2,1,4,5,-1,True,False,False,1,False
participant_016,C,2,3276CB5A140,1,1,1,5,5,5,4,5,5,2,1,5,2,3,4,1,1,1,1,5,-1,False,False,False,0,False
participant_017,0,1,7A6450231BC,1,1,1,1,1,3,1,1,1,5,5,3,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_017,1,1,7A6450231BC,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,5,1,3,1,5,-1,False,False,False,0,False
participant_017,2,1,7A6450231BC,5,5,5,1,1,1,1,1,1,2,3,4,4,3,4,3,5,4,1,5,-1,False,False,False,0,False
participant_017,3,1,7A6450231BC,5,5,5,1,1,1,3,4,3,4,5,4,5,4,1,2,3,5,1,5,-1,False,False,False,0,False
participant_017,4,1,7A6450231BC,5,5,5,1,1,1,1,1,1,4,4,4,4,1,1,5,3,4,1,5,-1,False,False,False,0,False
participant_017,5,1,7A6450231BC,5,5,5,1,1,1,1,1,1,4,4,4,2,2,1,4,1,3,1,5,-1,False,False,False,0,False
participant_017,6,1,7A6450231BC,5,5,5,1,1,1,1,1,1,3,3,4,2,1,1,2,2,1,1,5,-1,False,False,False,0,False
participant_017,7,1,7A6450231BC,1,1,1,1,1,1,1,1,1,5,5,3,1,1,1,1,1,1,1,5,-1,False,False,False,0,False
participant_017,A,1,7A6450231BC,4,5,2,1,1,1,1,1,1,4,5,3,1,1,1,1,1,4,1,5,-1,False,False,False,0,False
participant_017,B,1,7A6450231BC,5,5,5,1,1,1,1,1,1,5,2,3,1,1,1,5,4,5,1,5,-1,False,False,False,0,False
participant_017,C,1,7A6450231BC,2,1,2,5,5,4,4,1,3,3,2,3,5,5,4,1,1,1,1,5,-1,False,False,False,0,False
participant_018,0,3,7A6450231BC,1,1,2,1,5,3,2,2,2,5,5,5,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_018,1,3,7A6450231BC,5,1,5,5,5,3,3,3,3,5,5,5,1,1,1,3,3,2,1,5,-1,False,False,False,0,False
participant_018,2,3,7A6450231BC,5,5,5,5,3,3,5,5,5,5,5,5,5,1,5,5,5,5,1,5,-1,False,False,False,0,False
participant_018,3,3,7A6450231BC,5,5,5,3,3,3,5,5,5,5,5,5,1,5,5,3,5,5,1,5,-1,False,False,False,0,False
participant_018,4,3,7A6450231BC,5,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_018,5,3,7A6450231BC,5,5,5,1,1,3,5,5,5,5,5,5,1,5,1,1,1,1,1,5,-1,False,False,False,0,False
participant_018,6,3,7A6450231BC,1,5,5,1,1,3,1,1,3,5,3,3,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
participant_018,7,3,7A6450231BC,1,1,1,1,1,3,1,1,1,2,5,5,1,1,1,1,1,5,1,5,-1,False,False,False,0,False
participant_018,A,3,7A6450231BC,5,5,5,1,1,4,3,1,1,5,5,5,1,1,1,5,5,5,1,5,-1,False,False,False,0,False
